200,192.168.104.200,192168104200.00,3,00:10:42:00,Nassau Tower to Mineola,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
201,192.168.104.36,192168104036.00,3,00:10:40:36,Jamaica BLN to Hillside BLN,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
202,192.168.104.44,192168104044.00,3,00:10:40:44,KO Welfare to PJ Station,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
203,192.168.104.76,192168104076.00,3,00:10:40:76,Jamaica BCN to Hillside BCN,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
204,192.168.104.92,192168104092.00,3,00:10:40:92,WSY CAM to WSY Shop,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
206,192.168.105.100,192168105100.00,3,00:10:51:00,Sutphin to FAB,4,6,7/6/2001 0:00:00,0,,0,,0,0,0
207,192.168.105.104,192168105104.00,3,00:10:51:04,Jamaica to FAB,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
208,192.168.105.108,192168105108.00,3,00:10:51:08,Jamaica to ProgCen,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
209,192.168.105.112,192168105112.00,3,,LIC Yardmaster to Harold,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
210,192.168.105.116,192168105116.00,3,00:10:51:16,Jamaica to Harold,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
211,192.168.105.28,192168105028.00,3,00:10:50:28,Penn Solari to Penn Track,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
212,192.168.105.44,192168105044.00,3,00:10:50:44,One Penn to 7th Ave Captial,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
213,192.168.105.48,192168105048.00,3,00:10:50:48,Penn Solari to 7th Ave Capital,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
214,192.168.105.52,192168105052.00,3,00:10:50:52,One Penn to Penn Solari,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
215,192.168.105.56,192168105056.00,3,00:10:50:56,TOC Amtrack to Penn Track,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
216,192.168.105.60,192168105060.00,3,00:10:50:60,Penn Solari to TOC Amtrack,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
217,192.168.105.64,192168105064.00,3,00:10:50:64,WSY MofE to WSY CAM,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
218,192.168.105.68,192168105068.00,3,00:10:50:68,WSY MofE to WSY Tower,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
219,192.168.105.72,192168105072.00,3,00:10:50:72,WSY_Tower to WSY_Shop,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
221,192.168.105.8,192168105008.00,3,00:10:50:08,Employment to Jamaica_BCN,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
222,192.168.105.80,192168105080.00,3,,Newark to Kearny NJY,4,6,7/9/2001 0:00:00,0,,0,,0,0,0
223,192.168.105.84,192168105084.00,3,00:10:50:84,Newark to PSCC,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
224,192.168.105.88,192168105088.00,3,00:10:50:88,WSY_Tower to Penn_Solari,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
225,192.168.105.92,192168105092.00,3,00:10:50:92,Brook_Tower to Jamaica_BCN,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
226,192.168.105.96,192168105096.00,3,,Harold to Brook_Tower,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
228,192.168.120.0,192168120000.00,1,00:22:92:54,Penn_Solari to Jamaica_BCN,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
229,192.168.126.0,192168126000.00,1,00:22:72:54,PSCC to Jamaica_BCN,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
230,192.168.105.136,192168105136.00,3,00:10:51:36,Babylon_MicroHut to Babylon_TC81,4,6,8/31/2001 0:00:00,0,,0,,0,0,0
231,172.17.10.0,172017010000.00,1,00:01:02:54,CAN - GigE/XLR/Passport,5,3,8/31/2001 0:00:00,0,,1,,0,0,0
234,172.17.104.0,172017104000.00,1,,Jamaica Unix Server Farm,1,5,9/4/2001 0:00:00,0,,1,172.17.104.252,0,0,0
235,172.17.71.0,172017071000.00,1,00:07:12:54,Jamaica NT/Unix Server Farm,1,5,9/4/2001 0:00:00,0,,1,172.17.71.254,0,0,0
237,172.17.22.0,172017022000.00,1,00:02:22:42,Hillside Server Farm,1,5,9/4/2001 0:00:00,0,,1,172.17.22.254,0,0,0
238,172.19.6.0,172019006000.00,2,00:19:00:6A,Hillside 3rd Floor Implant,2,5,9/4/2001 0:00:00,0,,0,172.19.6.126,0,0,0
239,172.17.63.0,172017063000.00,1,00:06:32:49,Finance Server Farm,1,5,9/5/2001 0:00:00,0,,0,172.17.63.254,0,0,0
240,172.17.45.0,172017045000.00,1,00:04:52:48,Capital (TAJ) Server Farm,1,5,9/5/2001 0:00:00,0,,1,172.17.45.248,0,0,0
241,192.168.104.24,192168104024.00,3,00:01:04:24,Hillside BCN to Hillside BLN,5,1,9/5/2001 0:00:00,0,,0,192.168.104.26,0,0,0
242,192.168.104.28,192168104028.00,3,00:10:40:28,Jamaica_BCN to Jamaica_BLN,5,1,9/5/2001 0:00:00,0,,0,192.168.104.30,0,0,0
243,172.17.93.0,172017093000.00,1,00:09:32:46,JCC Server Farm,1,5,9/5/2001 0:00:00,0,,1,172.17.93.254,0,0,0
244,172.18.23.0,172018023000.00,5,,S&B New Rochelle TSM LAN,6,1,9/6/2001 0:00:00,0,,0,172.18.23.1,0,0,0
245,192.168.105.140,192168105140.00,3,,Dock to PSCC,4,6,9/6/2001 0:00:00,0,,0,,0,0,0
246,172.19.45.128,172019045128.00,2,,Dock LAN,3,1,9/6/2001 0:00:00,0,,0,172.19.45.254,0,0,0
